Año,Universidad,Carrera,H,M,Matricula
2019,INSTITUTO UNIVERSITARIO BOULANGER,LICENCIATURA EN TRABAJO SOCIAL,4,23,27
2019,INSTITUTO UNIVERSITARIO CARL ROGERS,LICENCIATURA EN PSICOLOGÍA,98,194,292
2019,INSTITUTO UNIVERSITARIO CARL ROGERS,LICENCIATURA EN PSICOPEDAGOGÍA,11,81,92
2019,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA Y HUMANIDADES,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,11,1,12
2019,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA Y HUMANIDADES,LICENCIATURA EN PSICOLOGÍA,9,42,51
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,9,20,29
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN ARQUITECTURA,26,6,32
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN CONTADURÍA PÚBLICA,16,23,39
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN DERECHO,39,48,87
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN DISEÑO GRÁFICO,15,15,30
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN GASTRONOMÍA,11,11,22
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD,9,11,20
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN PSICOLOGÍA,27,73,100
2019,INSTITUTO UNIVERSITARIO HISPANA,LICENCIATURA EN SISTEMAS COMPUTACIONALES,3,1,4
2019,INSTITUTO UNIVERSITARIO HISPANA,INSTITUTO UNIVERSITARIO PUEBLA,648,709,"1,357"
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN ADMINISTRACIÓN,15,19,34
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN ADMINISTRACIÓN DE HOTELES Y RESTAURANTES,2,15,17
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN ARQUITECTURA,25,8,33
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,1,0,1
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON TERMINAL EN EDUCACIÓN INICIAL,1,108,109
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN CIENCIAS POLICIALES Y SEGURIDAD PÚBLICA,19,2,21
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN CONTADURÍA PÚBLICA,16,21,37
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN CRIMINALÍSTICA Y CRIMINOLOGÍA,144,171,315
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN DERECHO,197,120,317
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN ENSEÑANZA DE EDUCACIÓN MEDIA SUPERIOR,10,31,41
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN ENSEÑANZA DE LENGUAS EXTRANJERAS,10,22,32
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA CIVIL,38,4,42
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA DE DISEÑO INDUSTRIAL,1,0,1
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA DE SISTEMAS AUTOMOTRICES,8,1,9
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA ELÉCTRICA,53,4,57
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,33,5,38
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES Y DISEÑO DE SOFTWARE,9,2,11
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN INGENIERÍA INDUSTRIAL,17,2,19
2019,INSTITUTO UNIVERSITARIO PUEBLA,LICENCIATURA EN PSICOLOGÍA,49,174,223
2019,INSTITUTO UNIVERSITARIO SOR JUANA,LICENCIATURA EN PSICOLOGÍA,10,17,27
2019,INSTITUTO WASHINGTON,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,12,15,27
2019,INSTITUTO WASHINGTON,LICENCIATURA EN COMERCIO INTERNACIONAL,8,11,19
2019,INSTITUTO WASHINGTON,LICENCIATURA EN CONTADURÍA PÚBLICA,6,11,17
2019,INSTITUTO WASHINGTON,LICENCIATURA EN DERECHO,42,40,82
2019,INSTITUTO WASHINGTON,LICENCIATURA EN DISEÑO GRÁFICO,14,8,22
2019,INSTITUTO WASHINGTON,LICENCIATURA EN ECONOMÍA,2,0,2
2019,INSTITUTO WASHINGTON,LICENCIATURA EN IDIOMAS DE NEGOCIOS INTERNACIONALES,16,28,44
2019,INSTITUTO WASHINGTON,LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA,1,0,1
2019,INSTITUTO WASHINGTON,LICENCIATURA EN INGENIERÍA EN DESARROLLO DE SOFTWARE,5,3,8
2019,INSTITUTO WASHINGTON,LICENCIATURA EN INGENIERÍA INDUSTRIAL,16,11,27
2019,INSTITUTO WASHINGTON,LICENCIATURA EN MERCADOTECNIA,3,4,7
2019,,IPETH INSTITUTO PROFESIONAL EN TERAPIA Y HUMANIDADES,947,"1,633","2,580"
2019,IPETH INSTITUTO PROFESIONAL EN TERAPIA Y HUMANIDADES,LICENCIATURA EN FISIOTERAPIA,916,"1,581","2,497"
2019,IPETH INSTITUTO PROFESIONAL EN TERAPIA Y HUMANIDADES,LICENCIATURA EN TERAPIA FÍSICA,31,52,83
2019,,"ITUE, INSTITUTO TECNOLÓGICO UNIVERSITARIO EMPRESARIAL, A. C.",35,7,42
2019,"ITUE, INSTITUTO TECNOLÓGICO UNIVERSITARIO EMPRESARIAL, A. C.","TÉCNICO SUPERIOR UNIVERSITARIO EN AUDIO, VIDEO E ILUMINACIÓN",29,2,31
2019,"ITUE, INSTITUTO TECNOLÓGICO UNIVERSITARIO EMPRESARIAL, A. C.",TÉCNICO SUPERIOR UNIVERSITARIO EN PROTECCIÓN CIVIL,1,0,1
2019,"ITUE, INSTITUTO TECNOLÓGICO UNIVERSITARIO EMPRESARIAL, A. C.",TÉCNICO SUPERIOR UNIVERSITARIO EN TURISMO DE NATURALEZA,0,0,0
2019,"ITUE, INSTITUTO TECNOLÓGICO UNIVERSITARIO EMPRESARIAL, A. C.",TÉCNICO SUPERIOR UNIVERSITARIO EN COMUNICACIÓN TECNOLÓGICA,5,5,10
2019,,NORMAL OFICIAL PROF. LUIS CASARRUBIAS IBARRA,70,144,214
2019,NORMAL OFICIAL PROF. LUIS CASARRUBIAS IBARRA,LICENCIATURA EN EDUCACIÓN PRIMARIA,70,144,214
2019,,NORMAL PARTICULAR CINCO DE MAYO,66,223,289
2019,NORMAL PARTICULAR CINCO DE MAYO,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,129,129
2019,NORMAL PARTICULAR CINCO DE MAYO,LICENCIATURA EN EDUCACIÓN PRIMARIA,66,94,160
2019,,NORMAL PRIMARIA PROF. ENRIQUE ZAMORA PALAFOX,7,10,17
2019,NORMAL PRIMARIA PROF. ENRIQUE ZAMORA PALAFOX,LICENCIATURA EN EDUCACIÓN PRIMARIA,7,10,17
2019,,NORMAL PRIMARIA PROF. RAÚL ISIDRO BURGOS,18,45,63
2019,NORMAL PRIMARIA PROF. RAÚL ISIDRO BURGOS,LICENCIATURA EN EDUCACIÓN PRIMARIA,18,45,63
2019,,PROFA. ADELA MÁRQUEZ DE MARTINEZ,0,6,6
2019,PROFA. ADELA MÁRQUEZ DE MARTINEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,6,6
2019,,TROZMER ESCUELA DE DISEÑO,34,457,491
2019,TROZMER ESCUELA DE DISEÑO,LICENCIATURA EN DISEÑO DE LA MODA E INDUSTRIA DEL VESTIDO,18,126,144
2019,TROZMER ESCUELA DE DISEÑO,LICENCIATURA EN DISEÑO Y ASESORÍA DE IMAGEN,16,331,347
2019,U N A R T E,LICENCIATURA EN ARQUITECTURA DE INTERIORES,23,67,90
2019,U N A R T E,LICENCIATURA EN ARTES PLÁSTICAS,22,53,75
2019,U N A R T E,LICENCIATURA EN DISEÑO DE MODAS,6,30,36
2019,U N A R T E,LICENCIATURA EN DISEÑO GRÁFICO,14,24,38
2019,U N A R T E,LICENCIATURA EN PERIODISMO,10,13,23
2019,"UNIDAD ESCOLAR LICENCIADO BENITO JUÁREZ TEHUACÁN, A.C.",LICENCIATURA EN CULTURA FÍSICA,111,42,153
2019,"UNIDAD ESCOLAR LICENCIADO BENITO JUÁREZ TEHUACÁN, A.C.",LICENCIATURA EN DERECHO,0,0,0
2019,"UNIDAD ESCOLAR LICENCIADO BENITO JUÁREZ TEHUACÁN, A.C.",LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,51,1,52
2019,"UNIDAD ESCOLAR LICENCIADO BENITO JUÁREZ TEHUACÁN, A.C.",LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL,0,0,0
2019,"UNIDAD ESCOLAR LICENCIADO BENITO JUÁREZ TEHUACÁN, A.C.",LICENCIATURA EN PUERICULTURA,3,126,129
2019,UNIDAD ESCOLAR MIGUEL CÁSTULO DE ALATRISTE,LICENCIATURA EN EDUCACIÓN FÍSICA,14,2,16
2019,UNIDAD ESCOLAR MIGUEL CÁSTULO DE ALATRISTE,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,17,17
2019,UNIDAD ESCOLAR MIGUEL CÁSTULO DE ALATRISTE,LICENCIATURA EN EDUCACIÓN PRIMARIA,29,50,79
2019,UNIDAD ESCOLAR PARTICULAR MIGUEL CÁSTULO DE ALATRISTE,CONTADOR PÚBLICO Y AUDITOR,19,14,33
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN ADMINISTRACIÓN,69,78,147
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN ARQUITECTURA Y DESARROLLO URBANO,90,30,120
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,72,60,132
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN COMERCIO INTERNACIONAL,31,21,52
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN COMPUTACIÓN ADMINISTRATIVA,6,6,12
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN CONTADURÍA Y AUDITORÍA,57,84,141
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN DERECHO Y CRIMINOLOGÍA,144,168,312
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN DISEÑO GRÁFICO,103,59,162
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN LENGUAS,35,49,84
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD,43,35,78
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN PSICOLOGÍA INDUSTRIAL,12,27,39
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN SISTEMAS COMPUTACIONALES,71,21,92
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN INGENIERÍA EN DISEÑO MECÁNICO AUTOMOTRIZ,46,2,48
2019,UNIVERSIDAD ALVA EDISON,LICENCIATURA EN INGENIERÍA EN DISEÑO INDUSTRIAL AUTOMOTRIZ,31,8,39
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS,15,2,17
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y GOBIERNO,7,6,13
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA,1,22,23
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN COMUNICACIÓN,29,49,78
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN DERECHO,43,36,79
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN DIRECCIÓN DE EMPRESAS DE ENTRETENIMIENTO,44,84,128
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN DIRECCIÓN Y ADMINISTRACIÓN DE EMPRESAS,59,43,102
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN DISEÑO GRÁFICO,2,11,13
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN DISEÑO INDUSTRIAL,15,32,47
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN FINANZAS Y CONTADURÍA PÚBLICA,16,10,26
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN GASTRONOMÍA,30,48,78
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN INGENIERÍA CIVIL PARA LA DIRECCIÓN,2,1,3
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN INGENIERÍA EN DIRECCIÓN DE NEGOCIOS,23,26,49
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,1,0,1
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN INGENIERÍA INDUSTRIAL PARA LA DIRECCIÓN,57,21,78
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN MERCADOTECNIA,26,32,58
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN NEGOCIOS INTERNACIONALES,41,52,93
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN PSICOLOGÍA,8,58,66
2019,UNIVERSIDAD ANÁHUAC,LICENCIATURA EN TURISMO INTERNACIONAL,9,39,48
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,40,40,80
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN ARQUITECTURA,123,31,154
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN COMERCIO INTERNACIONAL,20,23,43
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN COMPUTACIÓN,0,0,0
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN CONTADURÍA PÚBLICA,32,26,58
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN DERECHO,214,150,364
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN DESARROLLO DE EMPRESAS DE DISEÑO Y MODA,13,76,89
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN DESARROLLO DE EMPRESAS TURÍSTICAS,18,33,51
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN DIRECCIÓN EMPRESARIAL,1,1,2
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN DISEÑO GRÁFICO,35,36,71
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD,31,8,39
2019,UNIVERSIDAD ANGELOPOLIS,LICENCIATURA EN RELACIONES PÚBLICAS Y COMUNICACIÓN,46,53,99
2019,UNIVERSIDAD ANGELOPOLIS,PROFESIONAL ASOCIADO EN DISEÑO Y DECORACIÓN ARQUITECTÓNICA,4,9,13
2019,UNIVERSIDAD ANGLO ZACATLÁN,CONTADOR PÚBLICO,5,9,14
2019,UNIVERSIDAD ANGLO ZACATLÁN,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,4,12,16
2019,UNIVERSIDAD ANGLO ZACATLÁN,LICENCIATURA EN DERECHO,14,26,40
2019,UNIVERSIDAD ANGLO ZACATLÁN,LICENCIATURA EN INFORMÁTICA,9,3,12
2019,UNIVERSIDAD ANGLO ZACATLÁN,LICENCIATURA EN PSICOLOGÍA,9,51,60
2019,UNIVERSIDAD ANGLO ZACATLÁN,LICENCIATURA EN TURISMO INTERNACIONAL,5,23,28
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,4,6,10
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN CONTADURÍA PÚBLICA,7,9,16
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN DERECHO,19,16,35
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN GASTRONOMÍA Y ALTA DIRECCIÓN DE RESTAURANTES,20,17,37
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN INFORMÁTICA,4,3,7
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN PSICOLOGÍA,15,43,58
2019,UNIVERSIDAD ANGLOHISPANOMEXICANA,LICENCIATURA EN TURISMO INTERNACIONAL,9,40,49
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,17,11,28
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA,18,33,51
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN ARQUITECTURA,60,11,71
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN COMUNICACIÓN,9,17,26
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN CONTADURÍA PÚBLICA Y AUDITORÍA,7,17,24
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA,53,62,115
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN DERECHO,58,38,96
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN DISEÑO GRÁFICO,1,4,5
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN DISEÑO Y COMUNICACIÓN GRÁFICA,10,4,14
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN ESTOMATOLOGÍA,26,29,55
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN GASTRONOMÍA,53,30,83
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,17,4,21
2019,UNIVERSIDAD BENITO JUÁREZ GARCÍA,LICENCIATURA EN PSICOLOGÍA,11,33,44
2019,UNIVERSIDAD CENTRAL DE MÉXICO,LICENCIATURA EN CONTADURÍA PÚBLICA,5,4,9
2019,UNIVERSIDAD CENTRAL DE MÉXICO,LICENCIATURA EN FINANZAS,1,0,1
2019,UNIVERSIDAD CENTRAL DE MÉXICO,LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN,5,1,6
2019,UNIVERSIDAD CENTRAL DE MÉXICO,LICENCIATURA EN INGENIERÍA INDUSTRIAL,43,9,52
2019,UNIVERSIDAD CENTRAL DE MÉXICO,LICENCIATURA EN PSICOLOGÍA,4,18,22
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN ADMINISTRACIÓN ESTRATÉGICA,2,7,9
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN ADMINISTRACIÓN FINANCIERA,1,0,1
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN ADMINISTRACIÓN INMOBILIARIA,0,3,3
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN ANIMACIÓN Y ARTE DIGITAL,62,19,81
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN ARQUITECTURA,60,23,83
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN COMUNICACIÓN Y PERIODISMO,24,49,73
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN CONTADURÍA FISCAL,10,13,23
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN DERECHO,36,38,74
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN DISEÑO GRÁFICO,14,22,36
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN IDIOMAS,18,38,56
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN INGENIERÍA CIVIL,122,19,141
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN INGENIERÍA EN PLANEACIÓN URBANA,1,0,1
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN INGENIERÍA INDUSTRIAL EN PRODUCCIÓN,62,16,78
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN INGENIERÍA MECATRÓNICA,65,11,76
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN NEGOCIOS INTERNACIONALES,9,11,20
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN ODONTOLOGÍA,101,238,339
2019,UNIVERSIDAD CEUNI,LICENCIATURA EN SISTEMAS Y TECNOLOGÍAS DE LA INFORMACIÓN,20,5,25
2019,UNIVERSIDAD CEUNI,LICENCIATURA QUÍMICO FARMACOBIÓLOGO,122,209,331
2019,UNIVERSIDAD CEUNI,TÉCNICO SUPERIOR UNIVERSITARIO EN URGENCIAS MÉDICAS EMERGENCIAS Y DESASTRES,20,15,35
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,6,6,12
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN ARQUITECTURA,5,3,8
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN COMERCIO INTERNACIONAL,1,1,2
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN DERECHO,17,6,23
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN DISEÑO GRÁFICO,0,2,2
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN ODONTOLOGÍA,90,86,176
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN PSICOLOGÍA,0,1,1
2019,"UNIVERSIDAD CUAUHTÉMOC, S.C.",LICENCIATURA EN TURISMO,1,2,3
2019,UNIVERSIDAD CUP XILOTZINGO,LICENCIATURA EN PODOLOGÍA,16,38,54
2019,UNIVERSIDAD DE AMÉRICA LATINA,INGENIERÍA CIVIL,0,0,0
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,19,20,39
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,64,98,162
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN ARQUITECTURA,108,39,147
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,74,68,142
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,2,14,16
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN CONTADURÍA PÚBLICA,0,0,0
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN DERECHO,70,32,102
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN DISEÑO GRÁFICO,59,47,106
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN ENFERMERÍA,31,134,165
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN FISIOTERAPIA,212,477,689
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN GASTRONOMÍA,105,129,234
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN IDIOMAS,69,105,174
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN INFORMÁTICA,0,0,0
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN INGENIERÍA CIVIL,253,21,274
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN MERCADOTECNIA,0,0,0
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN NEGOCIOS INTERNACIONALES,17,21,38
2019,UNIVERSIDAD DE AMÉRICA LATINA,LICENCIATURA EN PSICOLOGÍA,17,53,70
2019,UNIVERSIDAD DE CIENCIAS DE LA COMUNICACIÓN DE PUEBLA,LICENCIATURA EN DISEÑO DE INTERIORES,7,33,40
2019,UNIVERSIDAD DE CIENCIAS DE LA COMUNICACIÓN DE PUEBLA,LICENCIATURA EN PUBLICIDAD,0,0,0
2019,UNIVERSIDAD DE CIENCIAS DE LA COMUNICACIÓN DE PUEBLA,LICENCIATURA EN PUBLICIDAD Y DISEÑO DIGITAL,7,8,15
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,11,27,38
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN ADMINISTRACIÓN DE INSTITUCIONES,9,9,18
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN GASTRONOMÍA,53,52,105
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN INGENIERÍA EN DISEÑO INDUSTRIAL,38,27,65
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,449,8,457
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN MERCADOTECNIA E IMAGEN CORPORATIVA,0,0,0
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN NUTRICIÓN,33,99,132
2019,UNIVERSIDAD DE CIENCIAS Y DESARROLLO UDES,LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL,1,2,3
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,21,12,33
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,11,33,44
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN ARQUITECTURA,11,14,25
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN CONTADURÍA PÚBLICA,28,46,74
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN DERECHO,69,97,166
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN ENFERMERÍA,3,21,24
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN GASTRONOMÍA,72,83,155
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA,3,4,7
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN INGENIERÍA CIVIL,59,11,70
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN MERCADOTECNIA,2,2,4
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN PEDAGOGÍA,2,8,10
2019,"UNIVERSIDAD DE LA SIERRA, A.C.",LICENCIATURA EN PSICOLOGÍA,7,20,27
2019,UNIVERSIDAD DE LOS ÁNGELES,LICENCIATURA EN ADMINISTRACIÓN,104,141,245
2019,UNIVERSIDAD DE LOS ÁNGELES,LICENCIATURA EN CONTADURÍA,51,110,161
2019,UNIVERSIDAD DE LOS ÁNGELES,LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA,63,62,125
